日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20260605,000852,中证1000,CSI 1000,600185,珠免集团,"Gree Real Estate Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600186,莲花控股,"Lotus Holdings Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600197,伊力特,Xinjiang Yilite Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600201,生物股份,"Jinyu Bio-Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600206,有研新材,"GRINM ADVANCED MATERIALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600210,紫江企业,Shanghai Zijiang Enterprise Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600211,西藏药业,Tibet Rhodiola Pharmaceutical Holding Co,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600216,浙江医药,Zhejiang Medicine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600217,中再资环,"Zhongzai Resource and Environment Co.,ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600223,福瑞达,"Lushang Freda Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600226,亨通股份,"Zhejiang Hengtong Holding Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600246,万通发展,"Vantone Neo Development Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600248,陕建股份,Shaanxi Construction Engineering Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600252,中恒集团,Guangxi Wuzhou Zhongheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600259,中稀有色,"China Rare Earth Nonferrous Metals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600266,城建发展,Beijing Urban Construction Investment & Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600267,海正药业,Zhejiang Hisun Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600269,赣粤高速,Jiangxi Ganyue Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600273,嘉化能源,"Zhejiang Jiahua Energy Chemical Industry Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600285,羚锐制药,Henan Lingrui Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600292,电投水电,"SPIC Hydropower Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600301,华锡有色,"Guangxi Huaxi Nonferrous Metal Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600305,恒顺醋业,"Jiangsu Hengshun Vinegar-Industry Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600315,上海家化,Shanghai Jahwa United Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600320,振华重工,"Shanghai Zhenhua Heavy Industries Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600323,瀚蓝环境,"Grandblue Environment Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600325,华发股份,Huafa Industrial Co Ltd Zhuhai,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600328,中盐化工,"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600330,天通股份,TDG Holding Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600331,宏达股份,Sichuan Hongda Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600335,国机汽车,Sinomach Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600338,西藏珠峰,Tibet Summit Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600353,旭光电子,Chengdu Xuguang Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600361,创新新材,"Innovation New Material Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600366,宁波韵升,Ningbo Yunsheng Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600373,中文传媒,Chinese Universe Publishing And Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600388,龙净环保,Fujian Longking Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600389,江山股份,Nantong Jiangshan Agrochemical & Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600395,盘江股份,Guizhou Panjiang Refined Coal Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600399,抚顺特钢,Fushun Special Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600403,大有能源,"Henan Dayou Energy Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600409,三友化工,Tangshan Sanyou Chemical Industries Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600416,湘电股份,Xiangtan Electric Manufacturing Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600420,国药现代,"Shanghai Shyndec Pharmaceutical Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600422,昆药集团,Kunming Pharmaceutical Corp,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600428,中远海特,"COSCO SHIPPING Specialized Carriers Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600446,金证股份,Shenzhen Kingdom Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600452,涪陵电力,Chongqing Fuling Electric Power Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600456,宝钛股份,Baoji Titanium Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600458,时代新材,Zhuzhou Times New Materials Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600459,贵研铂业,Sino-Platinum Metals Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600461,洪城环境,"JIANGXI HONGCHENG ENVIRONMENT CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600475,华光环能,"Wuxi Huaguang Environment & Energy Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600478,科力远,"Hunan Corun New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600480,凌云股份,Lingyun Industrial Corporation Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600490,鹏欣资源,"Pengxin International Mining Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600502,安徽建工,Anhui Construction Engineering Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600507,方大特钢,"Fangda Special Steel Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600508,上海能源,Shanghai Datun Energy Resources Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600509,天富能源,"Xinjiang Tianfu Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600529,山东药玻,Shandong Pharmaceutical Glass Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600531,豫光金铅,Henan Yuguang Gold & Lead Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600550,保变电气,Baoding Tianwei Baobian Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600552,凯盛科技,"TRIUMPH SCIENCE & TECHNOLOGY CO., LTD",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600556,天下秀,"Inmyshow Digital Technology (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600557,康缘药业,Jiangsu Kanion Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600559,老白干酒,"Hebei Hengshui Laobaigan Liquor Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600572,康恩贝,Zhejiang Conba Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600575,淮河能源,"Huaihe Energy (Group) Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600577,精达股份,Tongling Jingda Special Magnet Wire Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600586,金晶科技,Shandong Jinjing Science & Technology Stock Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600587,新华医疗,"Shinva Medical Instrument Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600595,中孚实业,Henan Zhongfu Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600596,新安股份,Zhe Jiang Xinan Chemical Industrial Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600597,光明乳业,Bright Dairy & Food Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600612,老凤祥,"Lao Feng Xiang Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600618,氯碱化工,Shanghai Chlor-Alkali Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600619,海立股份,Shanghai Highly (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600621,华鑫股份,"SHANGHAI CHINAFORTUNE CO., LTD",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600623,华谊集团,Shanghai Huayi Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600629,华建集团,"East China Construction Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600633,浙数文化,"Zhe Jiang Daily Digital Culture Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600635,大众公用,Shanghai Dazhong Public Utilities (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600639,浦东金桥,Shanghai Jinqiao Export Processing Zone Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600640,国脉文化,"New Guomai Digital Culture Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600641,先导基电,"Shanghai Vital Microtech Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600643,爱建集团,"SHANGHAI AJ GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600645,中源协和,"ZHONGYUAN UNION CELL & GENE ENGINEERING CORP., LTD",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600649,城投控股,"Shanghai Chengtou Holding Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600651,飞乐音响,Feilo Acoustics Co Ltd Shanghai,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600654,中安科,"China Security Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600657,信达地产,"Cinda Real Estate Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600662,外服控股,"Shanghai Foreign Service Holding Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600664,哈药股份,Harbin Pharmaceutical Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600667,太极实业,Wuxi Taiji Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600675,中华企业,China Enterprise Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600682,南京新百,Nanjing Xinjiekou Department Store Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600686,金龙汽车,"Xiamen King Long Motor Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600710,苏美达,SUMEC CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600717,天津港,Tianjin Port Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600718,东软集团,Neusoft Corporation,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600726,华电能源,Huadian Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600728,佳都科技,"Pci-Suntek Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600729,重百集团,"Chongqing Chongbai Technology Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600740,山西焦化,Shanxi Coking Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600744,华银电力,"Datang Huayin Electric Power Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600746,江苏索普,Jiangsu Sopo Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600750,华润江中,"China Resources Jiangzhong Pharmaceutical Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600751,海航科技,"HNA Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600757,长江传媒,"Changjiang Publishing & Media Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600761,安徽合力,Anhui Heli Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600771,广誉远,Topsun Science And Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600773,西藏城投,Tibet Urban Development and Investment Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600776,东方通信,Eastern Communications Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600782,新钢股份,"Xinyu Iron & Steel Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600783,鲁信创投,"Luxin Venture Capital Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600787,中储股份,"CMST Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600789,鲁抗医药,Shandong Lukang Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600810,神马股份,Shen Ma Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600812,华北制药,North China Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600821,金开新能,"Nyoccr Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600827,百联股份,"Shanghai Bailian Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600835,上海机电,Shanghai Mechanical & Electrical Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600850,电科数字,"CETC Digital Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600859,王府井,"Wangfujing Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600861,北京人力,"Fesco Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600864,哈投股份,"Harbin Hatou Investment Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600866,星湖科技,Star Lake Bioscience Co Inc Zhao Qing Guangdong,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600867,通化东宝,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600869,远东股份,"Far East Smarter Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600872,中炬高新,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600877,电科芯片,CETC Chips Technology Inc.,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600882,妙可蓝多,"Shanghai Milkground Food Tech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600888,新疆众和,Xinjiang Joinworld Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600894,广日股份,"Guangzhou Guangri Stock Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600903,贵州燃气,Guizhou Gas Group Corporation Ltd.,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600908,无锡银行,"Wuxi Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600916,中国黄金,"China National Gold Group Gold Jewellery Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600928,西安银行,"BANK OF XI'AN CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600929,雪天盐业,"Snowsky Salt Industry Group CO.,LTD",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600933,爱柯迪,"IKD Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600961,株冶集团,"Zhuzhou Smelter Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600963,岳阳林纸,Yueyang Forest & Paper Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600971,恒源煤电,Anhui Hengyuan Coal Industry and Electricity Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600975,新五丰,Hunan New Wellful Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600986,浙文互联,"Zhewen Interactive Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600993,马应龙,"Mayinglong Pharmaceutical Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600996,贵广网络,"Guizhou Broadcasting & TV Information Network Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600997,开滦股份,"Kailuan Energy Chemical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601003,柳钢股份,Liuzhou Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601020,华钰矿业,"Tibet Huayu Mining Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601022,宁波远洋,"NINGBO OCEAN SHIPPING CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601033,永兴股份,"Grandtop Yongxing Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601038,一拖股份,FIRST TRACTOR COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601068,中铝国际,China Aluminum International Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601069,西部黄金,"Western Region Gold Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601083,锦江航运,"Shanghai Jinjiang Shipping (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601089,福元医药,"Beijing Winsunny Pharmaceutical CO.,LTD",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601096,宏盛华源,"Hsino Tower Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601101,昊华能源,Beijing Haohua Energy Resource Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601107,四川成渝,Sichuan Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601126,四方股份,Beijing Sifang Automation Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601137,博威合金,Ningbo Powerway Alloy Material Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601163,三角轮胎,"TRIANGLE TYRE CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601187,厦门银行,"Xiamen Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601200,上海环境,"Shanghai Environment Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601208,东材科技,Sichuan EM Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601222,林洋能源,"Jiangsu Linyang Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601311,骆驼股份,Camel Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601326,秦港股份,QINHUANGDAO PORT COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601369,陕鼓动力,Xi'an Shaangu Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601375,中原证券,"CENTRAL CHINA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601500,通用股份,"JIANGSU GENERAL SCIENCE TECHNOLOGY CO.,LTD",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601519,大智慧,Shanghai Great Wisdom Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601528,瑞丰银行,"Zhejiang Shaoxing RuiFeng Rural Commercial Bank Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601595,上海电影,SHANGHAI FILM CO.LTD,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601606,长城军工,"Anhui GreatWall Military Industry Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601609,金田股份,"Ningbo Jintian Copper (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601619,嘉泽新能,Jiaze Renewables Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601636,旗滨集团,Zhuzhou Kibing Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601677,明泰铝业,Henan Mingtai AL.Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601678,滨化股份,Befar Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601702,华峰铝业,Shanghai Huafon Aluminium Corporation,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601777,千里科技,Lifan Industry (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601778,晶科科技,"Jinko Power Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601801,皖新传媒,Anhui Xinhua Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601811,新华文轩,"Xinhua Winshare Publishing and Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601858,中国科传,China Science Publishing & Media Ltd.,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601860,紫金银行,"Jiangsu Zijin Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601869,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601882,海天精工,"Ningbo Haitian Precision Machinery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601890,亚星锚链,"Asian Staranchor Chain Co.,Ltd.Jiangsu",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601900,南方传媒,Southern Publishing and Media Company Limited,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601908,京运通,Beijing Jingyuntong Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,601949,中国出版,"China Publishing & Media Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
